CODIGO_DA_IES;NOME_DA_IES;SIGLA;CATEGORIA_DA_IES;COMUNITARIA;CONFESSIONAL;FILANTROPICA;ORGANIZACAO_ACADEMICA;CODIGO_MUNICIPIO_IBGE;MUNICIPIO;UF;SITUACAO_IES
20410;Faculdade de Indiara - FAIND;FAIND;Privada;N;N;N;Faculdade;5209952.0;Indiara;GO;Ativa
2130;FACULDADE EVANGÉLICA DE TEOLOGIA DE BELO HORIZONTE - FATE-BH;FATE-BH;Privada;N;N;N;Faculdade;3106200.0;Belo Horizonte;MG;Extinta
2308;FACULDADE GEREMÁRIO DANTAS - SFNSC;SFNSC;Privada;N;N;N;Faculdade;3304557.0;Rio de Janeiro;RJ;Extinta
533;FACULDADES INTEGRADAS DE ITAPETININGA - FII;FII;Privada;N;N;N;Faculdade;3522307.0;Itapetininga;SP;Ativa
788;FACULDADE DE RONDÔNIA - FARO;FARO;Privada;N;N;N;Faculdade;1100205.0;Porto Velho;RO;Ativa
3388;CENTRO UNIVERSITÁRIO PARAÍSO;;Privada;N;N;N;Centro Universitário;2307304.0;Juazeiro do Norte;CE;Ativa
1921;FACULDADE DE SÃO BENTO - FSB;FSB;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
3977;FACULDADE DE TECNOLOGIA DO AMAPÁ - META;META;Privada;N;N;N;Faculdade;1600303.0;Macapá;AP;Ativa
14249;Faculdade Presidente Antônio Carlos de Congonhas;;Privada;N;N;N;Faculdade;3118007.0;Congonhas;MG;Extinta
23700;Faculdade de Tecnologia de Ferraz de Vasconcelos;;Pública;N;N;N;Faculdade;3515707.0;Ferraz de Vasconcelos;SP;Ativa
17933;FACULDADE REDENTOR DE PARAÍBA DO SUL - FACREDENTOR;FACREDENTOR;Privada;N;N;N;Faculdade;3303708.0;Paraíba do Sul;RJ;Extinta
2045;FACULDADE AMADEUS - FAMA;FAMA;Privada;N;N;N;Faculdade;2800308.0;Aracaju;SE;Ativa
22197;FACULDADE ATENAS PASSOS;;Privada;N;N;N;Faculdade;3147907.0;Passos;MG;Ativa
16782;Faculdade Mário Quintana - FAMAQUI;FAMAQUI;Privada;N;N;N;Faculdade;4314902.0;Porto Alegre;RS;Ativa
22650;Faculdade Impactos - FACI - FACI;FACI;Privada;N;N;N;Faculdade;5103403.0;Cuiabá;MT;Ativa
21827;Instituto Friburgo de Ensino Superior - IFES;IFES;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
14199;INSTITUTO SUPERIOR DE EDUCAÇÃO DO ALTO SÃO FRANCISCO - ISAF;ISAF;Privada;N;N;N;Instituto Superior ou Escola Superior;3100203.0;Abaeté;MG;Extinta
18260;Faculdade Estácio de Imperatriz - ESTÁCIO IMPERATRIZ;;Privada;N;N;N;Faculdade;2105302.0;Imperatriz;MA;Extinta
20700;FACULDADE DE DESENVOLVIMENTO DO NORTE - FADENORTE;FADENORTE;Privada;N;N;N;Faculdade;3161106.0;São Francisco;MG;Ativa
135;Claretiano - Centro Universitário - CLARETIANOBT;CLARETIANOBT;Privada;S;N;N;Centro Universitário;3505906.0;Batatais;SP;Ativa
22641;Faculdade Metropolitana de Parintins - FAMETRO;FAMETRO;Privada;N;N;N;Faculdade;1303403.0;Parintins;AM;Ativa
19865;Faculdade Una de Pouso Alegre - Una PousoAlegre;Una PousoAlegre;Privada;N;N;N;Faculdade;3152501.0;Pouso Alegre;MG;Ativa
3051;FACULDADE TEOLÓGICA DE CIÊNCIAS HUMANAS E SOCIAIS LOGOS - FAETEL;FAETEL;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
1307;FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL - FAEF;FAEF;Privada;N;N;N;Faculdade;3516705.0;Garça;SP;Ativa
13014;FACULDADE DE TEOLOGIA DA ARQUIDIOCESE DE BRASÍLIA - FATEO;FATEO;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Ativa
18153;FACULDADE CESUMAR DE GUARAPUAVA - FAC-CESUMAR;FAC-CESUMAR;Privada;N;N;N;Faculdade;4109401.0;Guarapuava;PR;Ativa
284;FACULDADE DE MEDICINA DE ITAJUBÁ - FMIT;FMIT;Privada;N;N;N;Faculdade;3132404.0;Itajubá;MG;Ativa
5008;FACULDADES FAMEP - FAMEP;FAMEP;Privada;N;N;N;Faculdade;2210508.0;São Pedro do Piauí;PI;Ativa
21206;Escola de Educação Física do Exército - EsEFEx;EsEFEx;Pública;N;N;N;Faculdade;3304557.0;Rio de Janeiro;RJ;Ativa
1932;FACULDADE PALOTINA - FAPAS;FAPAS;Privada;N;N;N;Faculdade;4316907.0;Santa Maria;RS;Ativa
21685;Faculdade Gil Gal - GILGAL;GILGAL;Privada;N;N;N;Faculdade;2516201.0;Sousa;PB;Ativa
1892;Centro Universitário de Excelência Eniac - ENIAC;ENIAC;Privada;N;N;N;Centro Universitário;3518800.0;Guarulhos;SP;Ativa
22811;Complexo de Ensino Superior de Palmas - CESUP;CESUP;Privada;N;N;N;Faculdade;1721000.0;Palmas;TO;Ativa
21103;FIEP - FACULDADE INTERNACIONAL DE EVOLUÇÃO PROFISSIONAL - FIEP;FIEP;Privada;N;N;N;Faculdade;2927408.0;Salvador;BA;Ativa
1878;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS - FEI;FEI;Privada;S;N;N;Centro Universitário;3548708.0;São Bernardo do Campo;SP;Ativa
3203;INSTITUTO SUPERIOR DE EDUCAÇÃO ALBERT EINSTEIN - ISALBE;ISALBE;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Ativa
22996;Faculdade de Tecnologia e Ciências - FTC Parnamirim - FTC Parnamirim;FTC Parnamirim;Privada;N;N;N;Faculdade;2403251.0;Parnamirim;RN;Ativa
5438;FACULDADE DE TECNOLOGIA DE ENSINO SUPERIOR - FATEC;FATEC;Privada;N;N;N;Faculdade;3143302.0;Montes Claros;MG;Extinta
24700;Faculdade Instituto Rio de Janeiro - FIURJ;FIURJ;Privada;N;N;N;Faculdade;3304557.0;Rio de Janeiro;RJ;Ativa
21878;Faculdade Metropolitana de Florianópolis - FAMEFLORIPA;FAMEFLORIPA;Privada;N;N;N;Faculdade;4205407.0;Florianópolis;SC;Ativa
1700;FACULDADE PROMOVE DE SETE LAGOAS - FSLMG;FSLMG;Privada;N;N;N;Faculdade;3167202.0;Sete Lagoas;MG;Ativa
19670;Faculdade de Ciências da Saúde Moinhos de Vento - FACSMV;FACSMV;Privada;N;N;N;Faculdade;4314902.0;Porto Alegre;RS;Ativa
20438;FACULDADE INTERCULTURAL DA AMAZONIA - FIAMA;FIAMA;Privada;N;N;N;Faculdade;1501402.0;Belém;PA;Ativa
1641;CENTRO UNIVERSITÁRIO SOCIAL DA BAHIA - UNISBA;UNISBA;Privada;N;N;N;Centro Universitário;2927408.0;Salvador;BA;Ativa
23194;Faculdade PSICOLOG - FAPSI;FAPSI;Privada;N;N;N;Faculdade;3543402.0;Ribeirão Preto;SP;Ativa
15611;Faculdade Tecnológica Latino Americana - FATLA;FATLA;Privada;N;N;N;Faculdade;4314902.0;Porto Alegre;RS;Ativa
568;UNIVERSIDADE ESTADUAL DO MARANHÃO - UEMA;UEMA;Pública;N;N;N;Universidade;2111300.0;São Luís;MA;Ativa
3966;CENTRO UNIVERSITÁRIO DE CARATINGA - UNEC;UNEC;Privada;N;N;N;Centro Universitário;3113404.0;Caratinga;MG;Ativa
778;FACULDADE INTEGRADA DOS VALES - FACULDADE FADIVALES;FACULDADE FADIVALES;Privada;N;N;N;Faculdade;3524402.0;Jacareí;SP;Ativa
3312;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE RIO VERDE - CEFET-RIO VERDE;CEFET-RIO VERDE;Pública;N;N;N;Centro Federal de Educação Tecnológica;5218805.0;Rio Verde;GO;Extinta
18627;Faculdade Pitágoras de João Pessoa;;Privada;N;N;N;Faculdade;2507507.0;João Pessoa;PB;Extinta
12601;FACULDADE BRASILEIRA DE ESTUDOS AVANÇADOS - FABEA;FABEA;Privada;N;N;N;Faculdade;2111300.0;São Luís;MA;Ativa
3786;FACULDADE DE ENSINO DE MINAS GERAIS - FACEMG;FACEMG;Privada;N;N;N;Faculdade;3106200.0;Belo Horizonte;MG;Ativa
1900;Centro Universitário de Ensino, Ciência e Tecnologia do Paraná - UniEnsino;UniEnsino;Privada;N;N;N;Centro Universitário;4106902.0;Curitiba;PR;Ativa
21201;FTRB - Faculdade Teológica Reformada de Brasília;;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Ativa
20615;Faculdade do Sertão Central - FASEC;FASEC;Privada;N;N;N;Faculdade;2308351.0;Milhã;CE;Ativa
3165;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO - IFTM;IFTM;Pública;N;N;N;Instituto Federal de Educação, Ciência e Tecnologia;3170107.0;Uberaba;MG;Ativa
21370;FACULDADE MAURÍCIO DE NASSAU DE DUQUE DE CAXIAS - FMN CAXIAS;FMN CAXIAS;Privada;N;N;N;Faculdade;3301702.0;Duque de Caxias;RJ;Extinta
5664;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE ARARIPINA - FACISA - FACISA;FACISA;Pública;N;N;N;Faculdade;2601102.0;Araripina;PE;Ativa
22862;FranklinCovey Business School - FCBS;FCBS;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
1435;FACULDADE DE VILA VELHA;;Privada;N;N;N;Faculdade;3205200.0;Vila Velha;ES;Extinta
3319;Instituto Universitário Una de Catalão - Catalana;Catalana;Privada;N;N;N;Faculdade;5205109.0;Catalão;GO;Ativa
2242;FACULDADE DO RECIFE - FAREC;FAREC;Privada;N;N;N;Faculdade;2611606.0;Recife;PE;Ativa
1532;FACULDADE DE SERTÃOZINHO;;Privada;N;N;N;Faculdade;3551702.0;Sertãozinho;SP;Ativa
1526;Faculdade SENAI São Paulo - SENAI SP;SENAI SP;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
19823;Faculdade Porto União - FPU;FPU;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
2282;FACULDADE DE CAFELÂNDIA - FAC;FAC;Privada;N;N;N;Faculdade;4103453.0;Cafelândia;PR;Ativa
2289;FACULDADE UNIÃO CULTURAL DO ESTADO DE SÃO PAULO - UCESP;UCESP;Privada;N;N;N;Faculdade;3502804.0;Araçatuba;SP;Ativa
2143;INSTITUTO SUPERIOR DE EDUCAÇÃO DE DUQUE DE CAXIAS - ISEDUC;ISEDUC;Privada;N;N;N;Faculdade;3301702.0;Duque de Caxias;RJ;Extinta
14125;Faculdade Presidente Antônio Carlos de Campos Altos - FUNEES Campos Altos;FUNEES Campos Altos;Privada;N;N;N;Faculdade;3111507.0;Campos Altos;MG;Extinta
2580;INSTITUTO SUPERIOR DE EDUCAÇÃO PAULO MARTINS - ISPAM;ISPAM;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Extinta
2450;FACULDADE PROMOVE DE BELO HORIZONTE - PROMOVE;PROMOVE;Privada;N;N;N;Faculdade;3106200.0;Belo Horizonte;MG;Ativa
316;UNIVERSIDADE NOVE DE JULHO - UNINOVE;UNINOVE;Privada;N;N;N;Universidade;3550308.0;São Paulo;SP;Ativa
2806;FACULDADE EVANGÉLICA DE SÃO PAULO;;Privada;N;S;N;Faculdade;3550308.0;São Paulo;SP;Ativa
25455;FACULDADE BELA VISTA - FBV;FBV;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
2741;FACULDADE CATÓLICA DOM ORIONE - FACDO;FACDO;Privada;N;S;N;Faculdade;1702109.0;Araguaína;TO;Ativa
1456;FACULDADE ANHANGUERA DE SERTÃOZINHO - FASERT;FASERT;Privada;N;N;N;Faculdade;3551702.0;Sertãozinho;SP;Ativa
1836;CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB - UNIFEOB;UNIFEOB;Privada;S;N;N;Centro Universitário;3549102.0;São João da Boa Vista;SP;Ativa
19578;Faculdade de Tecnologia de Cotia - FATEC COTIA;FATEC COTIA;Pública;N;N;N;Faculdade;3513009.0;Cotia;SP;Ativa
15032;UNIVERSIDADE ALTO VALE DO RIO DO PEIXE - UNIARP;UNIARP;Privada;N;N;N;Universidade;4203006.0;Caçador;SC;Ativa
1898;FACULDADE DO LITORAL SUL PAULISTA - FALS;FALS;Privada;N;N;N;Faculdade;3541000.0;Praia Grande;SP;Ativa
2470;INSTITUTO SALVADOR DE ENSINO E CULTURA - ISEC;ISEC;Privada;N;N;N;Faculdade;2927408.0;Salvador;BA;Ativa
19281;FACULDADE ATAME - ATAME;ATAME;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Ativa
22872;Faculdade UNIABA - FAC UNIABA;FAC UNIABA;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Ativa
1097;FACULDADES INTEGRADAS DE SÃO PAULO - FISP;FISP;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Extinta
4036;FACULDADE DE TECNOLOGIA DE CATALÃO - FATECA;FATECA;Privada;N;N;N;Faculdade;5205109.0;Catalão;GO;Extinta
214;FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG - FEAMIG;FEAMIG;Privada;N;N;N;Faculdade;3106200.0;Belo Horizonte;MG;Ativa
2467;FACULDADE NACIONAL DO NORTE DO PARANÁ - FANNORTE;FANNORTE;Privada;N;N;N;Faculdade;4114807.0;Marialva;PR;Extinta
4869;Faculdade de Tecnologia Pitágotas - Unidade Londrina;;Privada;N;N;N;Faculdade;4113700.0;Londrina;PR;Extinta
1930;INSTITUTO SUPERIOR DE EDUCAÇÃO DE SÃO PAULO - SINGULARIDADES/ISESP;SINGULARIDADES/ISESP;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
14131;Falculdade Presidente Antônio Carlos de Divisa Alegre - FUNEES Divisa Alegre;FUNEES Divisa Alegre;Privada;N;N;N;Faculdade;3122355.0;Divisa Alegre;MG;Extinta
18019;Faculdade do Educador - FEDUC;FEDUC;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
1670;FACULDADE ASA DE BRUMADINHO - IECEMB - FAB;IECEMB - FAB;Privada;N;N;N;Faculdade;3109006.0;Brumadinho;MG;Ativa
19257;Faculdade UNA de Divinópolis - Una Divinopolis;Una Divinopolis;Privada;N;N;N;Faculdade;3122306.0;Divinópolis;MG;Ativa
2795;FACULDADE SÃO FRANCISCO DE ASSIS - FASFA;FASFA;Privada;N;N;N;Faculdade;5106257.0;Nova Xavantina;MT;Extinta
5077;UNIVERSIDADE ESTADUAL DE RORAIMA - UERR;UERR;Pública;N;N;N;Universidade;1400100.0;Boa Vista;RR;Ativa
1625;FACULDADE REUNIDA - FAR;FAR;Privada;N;N;N;Faculdade;3520442.0;Ilha Solteira;SP;Extinta
20478;Faculdade de Tecnologia de Santana de Parnaíba - FATEC-SPB;FATEC-SPB;Pública;N;N;N;Faculdade;3547304.0;Santana de Parnaíba;SP;Ativa
1396;Centro Universitário Dinâmica das Cataratas - UDC;UDC;Privada;N;N;N;Centro Universitário;4108304.0;Foz do Iguaçu;PR;Ativa
4863;FACULDADE ANHANGUERA DE POÇOS DE CALDAS;;Privada;N;N;N;Faculdade;3151800.0;Poços de Caldas;MG;Ativa
1611;FACULDADES FATIFAJAR - FATIFAJAR ARAPOTI;;Privada;N;N;N;Faculdade;4101606.0;Arapoti;PR;Ativa
4008;FACULDADE DE TECNOLOGIA SENAC PASSO FUNDO - SENAC PASSO FUNDO;SENAC PASSO FUNDO;Privada;N;N;N;Faculdade;4314100.0;Passo Fundo;RS;Extinta
2964;FACULDADE PROJEÇÃO DO GUARÁ;;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Ativa
408;ESCOLA SUPERIOR DE RELAÇÕES PÚBLICAS - ESURP;ESURP;Privada;N;N;N;Faculdade;2611606.0;Recife;PE;Extinta
21399;Faculdade Uninassau Patos - NASSAU PATOS;NASSAU PATOS;Privada;N;N;N;Faculdade;2510808.0;Patos;PB;Extinta
4198;Faculdade Morgana Potrich - FAMP;FAMP;Privada;N;N;N;Faculdade;5213103.0;Mineiros;GO;Ativa
14228;Faculdade Presidente Antônio Carlos Rio Novo - FUNEES;FUNEES;Privada;N;N;N;Faculdade;3155405.0;Rio Novo;MG;Extinta
14204;Faculdade Presidente Antônio Carlos de Arcos - FUNEES Arcos;FUNEES Arcos;Privada;N;N;N;Faculdade;3104205.0;Arcos;MG;Extinta
496;UNIVERSIDADE DE FRANCA - UNIFRAN;UNIFRAN;Privada;N;N;N;Universidade;3516200.0;Franca;SP;Ativa
13832;FACULDADE SAGRADA FAMÍLIA - FASF;FASF;Privada;N;S;N;Faculdade;4119905.0;Ponta Grossa;PR;Ativa
3396;Centro Universitário LS - UNILS;UNILS;Privada;N;N;N;Centro Universitário;5300108.0;Brasília;DF;Ativa
556;CONSERVATÓRIO DE MÚSICA DE NITERÓI - CMN;CMN;Privada;N;N;N;Faculdade;3303302.0;Niterói;RJ;Extinta
22742;FACULDADE MASTER DO PARÁ - FAMAP TUCUMÃ - FAMAP;FAMAP;Privada;N;N;N;Faculdade;1508084.0;Tucumã;PA;Ativa
4493;FACULDADE DE TECNOLOGIA CERTUS - CERTUS;CERTUS;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Extinta
2365;CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS - UNICATÓLICA;UNICATÓLICA;Privada;N;S;N;Centro Universitário;1721000.0;Palmas;TO;Ativa
1550;FACULDADE DE EDUCAÇÃO FÍSICA DE FOZ DO IGUAÇU;;Privada;N;N;N;Faculdade;4108304.0;Foz do Iguaçu;PR;Ativa
13476;FACULDADE SÃO BASÍLIO MAGNO - FASBAM;FASBAM;Privada;N;S;N;Faculdade;4106902.0;Curitiba;PR;Ativa
2596;INSTITUTO SUPERIOR DE EDUCAÇÃO DON DOMÊNICO - IDON;IDON;Privada;N;N;N;Faculdade;3518701.0;Guarujá;SP;Extinta
21857;Faculdade Tecnológica de Limoeiro do Norte: Ladislau Pereira - FTLN;FTLN;Privada;N;N;N;Faculdade;2307601.0;Limoeiro do Norte;CE;Ativa
3303;Faculdade Invest de Ciências e Tecnologia - INVEST;INVEST;Privada;N;N;N;Faculdade;5103403.0;Cuiabá;MT;Ativa
1099;FACULDADE DE EDUCAÇÃO E CIÊNCIAS GERENCIAIS DE SÃO PAULO - FECG-SP;FECG-SP;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Extinta
1215;FACULDADE ANGLO LATINO - FAL;FAL;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Extinta
3585;FACULDADE SANTA CRUZ - FACRUZ;FACRUZ;Privada;N;N;N;Faculdade;2612505.0;Santa Cruz do Capibaribe;PE;Ativa
4584;Faculdade FACESE;;Privada;N;N;N;Faculdade;4106902.0;Curitiba;PR;Extinta
17487;Faculdade Metropolitana do Marajó - FAMMA;FAMMA;Privada;N;N;N;Faculdade;1501808.0;Breves;PA;Ativa
24881;Faculdade Filadelfia de Tecnologia - FAFILTEC;FAFILTEC;Privada;N;N;N;Faculdade;4208203.0;Itajaí;SC;Ativa
16395;Faculdade de Tecnologia de Carapicuiba - FATEC;FATEC;Pública;N;N;N;Faculdade;3510609.0;Carapicuíba;SP;Ativa
22472;FACULDADE ARQUIDIOCESANA DE PIRAPORA - FAP;FAP;Privada;N;N;N;Faculdade;3151206.0;Pirapora;MG;Ativa
17014;CENTRO SUPERIOR DE ESTUDOS JURÍDICOS CARLOS DRUMMOND DE ANDRADE - CSEJCDA;CSEJCDA;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
2474;CENTRO UNIVERSITÁRIO MARIA MILZA - UNIMAM;UNIMAM;Privada;N;N;N;Centro Universitário;2909802.0;Cruz das Almas;BA;Ativa
1989;INSTITUTO SUPERIOR DE EDUCAÇÃO AVANTIS - AVANTIS;AVANTIS;Privada;N;N;N;Faculdade;4202008.0;Balneário Camboriú;SC;Extinta
824;CENTRO UNIVERSITÁRIO DE GOIATUBA - UNICERRADO;UNICERRADO;Pública;N;N;N;Centro Universitário;5209101.0;Goiatuba;GO;Ativa
1375;FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA - FCARP;FCARP;Privada;N;N;N;Faculdade;5101258.0;Araputanga;MT;Ativa
21240;FACULDADE UNIRB - PIAUÍ - F. UNIRB;F. UNIRB;Privada;N;N;N;Faculdade;2211001.0;Teresina;PI;Ativa
738;CENTRO UNIVERSITÁRIO TERESA D'ÁVILA - FATEA;FATEA;Privada;N;N;N;Centro Universitário;3527207.0;Lorena;SP;Ativa
176;UNIVERSIDADE CASTELO BRANCO - UCB;UCB;Privada;N;N;N;Universidade;3304557.0;Rio de Janeiro;RJ;Ativa
3649;CENTRO UNIVERSITÁRIO CIDADE VERDE - UniCV;UniCV;Privada;N;N;N;Centro Universitário;4115200.0;Maringá;PR;Ativa
14147;Faculdade Presidente Antônio Carlos de Barão de Cocais;;Privada;N;N;N;Faculdade;3105400.0;Barão de Cocais;MG;Ativa
1805;CENTRO UNIVERSITÁRIO DOS GUARARAPES - UNIFG;UNIFG;Privada;N;N;N;Centro Universitário;2607901.0;Jaboatão dos Guararapes;PE;Ativa
1993;FACULDADE IDEAL DE PATOS - FACIPA;FACIPA;Privada;N;N;N;Faculdade;3148004.0;Patos de Minas;MG;Extinta
4167;INSTITUTO DE ENSINO SUPERIOR DA FUPESP - IESF;IESF;Pública;N;N;N;Faculdade;3536505.0;Paulínia;SP;Ativa
14160;Faculdade Presidente Antônio Carlos de Carmópolis - FUNEES C. de Minas;FUNEES C. de Minas;Privada;N;N;N;Faculdade;3114501.0;Carmópolis de Minas;MG;Extinta
14297;Faculdade Unirb - Parnaíba - F. UNIRB;F. UNIRB;Privada;N;N;N;Faculdade;2207702.0;Parnaíba;PI;Ativa
21268;FACULDADE ESTÁCIO DE ANANINDEUA;;Privada;N;N;N;Faculdade;1500800.0;Ananindeua;PA;Ativa
20322;Escola de Ensino Superior do Agreste Paraibano - EESAP;EESAP;Privada;N;N;N;Faculdade;2506301.0;Guarabira;PB;Ativa
2032;FACULDADE DE PEDAGOGIA E FORMAÇÃO DE NORMALISTAS DE ARAGUAÍNA - ITPAC;ITPAC;Privada;N;N;N;Faculdade;1702109.0;Araguaína;TO;Extinta
16964;Faculdade de Tecnologia de Horizonte - FATHOR;FATHOR;Privada;N;N;N;Faculdade;2305233.0;Horizonte;CE;Ativa
828;FACULDADE DE SÃO LOURENÇO - FASAMA;FASAMA;Privada;N;N;N;Faculdade;3163706.0;São Lourenço;MG;Ativa
19786;FACULDADE ANHANGUERA DE SERRA - FPS;FPS;Privada;N;N;N;Faculdade;3205002.0;Serra;ES;Ativa
5313;Faculdades Unificadas de Cataguases - FUC;FUC;Privada;N;N;N;Faculdade;3115300.0;Cataguases;MG;Ativa
5369;FACULDADES INTEGRADAS ASMEC - ASMEC;ASMEC;Privada;N;N;N;Faculdade;3146008.0;Ouro Fino;MG;Ativa
1808;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO - IFES;IFES;Pública;N;N;N;Instituto Federal de Educação, Ciência e Tecnologia;3205309.0;Vitória;ES;Ativa
23026;Escola de Sargentos de Logística - EsSLog;EsSLog;Pública;N;N;N;Faculdade;3304557.0;Rio de Janeiro;RJ;Ativa
24459;Faculdade Tiradentes de Goiana - FITS;FITS;Privada;N;N;N;Faculdade;2606200.0;Goiana;PE;Ativa
1344;FACULDADE BORGES DE MENDONÇA - FBM;FBM;Privada;N;N;N;Faculdade;4205407.0;Florianópolis;SC;Ativa
14383;Faculdade CNEC de Educação de Uberaba - FACEUB;FACEUB;Privada;N;N;N;Faculdade;3170107.0;Uberaba;MG;Ativa
386;CENTRO UNIVERSITÁRIO DE GOIÁS - UNIGOIÁS;UNIGOIÁS;Privada;N;N;N;Centro Universitário;5208707.0;Goiânia;GO;Ativa
19879;Faculdade IPESSP - IPESSP;IPESSP;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
25453;Faculdade Ésper - ÉSPER;ÉSPER;Privada;N;N;N;Faculdade;5208707.0;Goiânia;GO;Ativa
1977;CENTRO DE ESTUDOS SUPERIORES APRENDIZ - CESA;CESA;Privada;N;N;N;Faculdade;3105608.0;Barbacena;MG;Ativa
4531;FACULDADE ADVENTISTA DA BAHIA - FADBA;FADBA;Privada;N;S;N;Faculdade;2904902.0;Cachoeira;BA;Ativa
2485;FACULDADE CATÓLICA DE FORTALEZA - FCF;FCF;Privada;N;N;N;Faculdade;2304400.0;Fortaleza;CE;Ativa
18319;FACULDADES INTEGRADAS VITAL BRAZIL - FVB;FVB;Privada;N;N;N;Faculdade;3304557.0;Rio de Janeiro;RJ;Ativa
19849;Faculdade Univeritas Universus Veritas de Vitória - VERITAS VITÓRIA;VERITAS VITÓRIA;Privada;N;N;N;Faculdade;3205309.0;Vitória;ES;Extinta
17593;Faculdade de Botucatu - FDB;FDB;Privada;N;N;N;Faculdade;3507506.0;Botucatu;SP;Ativa
4751;CENTRO UNIVERSITÁRIO UNIFATECIE - UNIFATECIE;UNIFATECIE;Privada;N;N;N;Centro Universitário;4118402.0;Paranavaí;PR;Ativa
1572;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS - FACISA;FACISA;Privada;N;N;N;Faculdade;2915601.0;Itamaraju;BA;Ativa
21983;FACULDADE MORUMBI - FAMOR;FAMOR;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
19736;FACULDADE RENOVAÇÃO DE ARAPONGAS - RENOVAÇÃO;RENOVAÇÃO;Privada;N;N;N;Faculdade;4101507.0;Arapongas;PR;Extinta
1476;"FACULDADE DE COMUNICAÇÃO E DESIGN ""OSWALDO CRUZ""";;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
17839;FACULDADE DE DRACENA;;Privada;N;N;N;Faculdade;3514403.0;Dracena;SP;Ativa
21446;Instituto Superior da Convenção Nac. das Assembleias de Deus - ISCON;ISCON;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Ativa
4739;FACULDADE PRESBITERIANA AUGUSTO GALVÃO - FAPAG;FAPAG;Privada;N;N;N;Faculdade;2906006.0;Campo Formoso;BA;Extinta
3337;FACULDADE DE TECNOLOGIA DE TERESINA - FACULDADE CET;FACULDADE CET;Privada;N;N;N;Faculdade;2211001.0;Teresina;PI;Ativa
15708;Faculdade de Tecnologia Dr. Thomaz Novelino - FATEC Franca;FATEC Franca;Pública;N;N;N;Faculdade;3516200.0;Franca;SP;Ativa
1350;Centro Universitário Multiversa do Jaguaribe- UNIJAGUARIBE - UNIJAGUARIBE;UNIJAGUARIBE;Privada;N;N;N;Centro Universitário;2301109.0;Aracati;CE;Ativa
1068;FACULDADE ALDETE MARIA ALVES - FAMA;FAMA;Privada;N;N;N;Faculdade;3134400.0;Iturama;MG;Ativa
5021;FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ - FAETERJ ITAPERUNA;FAETERJ ITAPERUNA;Pública;N;N;N;Faculdade;3302205.0;Itaperuna;RJ;Ativa
4141;FACULDADE ANHANGUERA DE TAUBATÉ;;Privada;N;N;N;Faculdade;3554102.0;Taubaté;SP;Ativa
21439;Escola de Artilharia de Costa e Antiaérea - EsCosAAe;EsCosAAe;Pública;N;N;N;Instituição Especialmente Credenciada para oferta de cursos lato sensu;3304557.0;Rio de Janeiro;RJ;Ativa
